0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0.1746031746031746,0.015873015873015872,0.0,0.031746031746031744,0.09523809523809523,0.0,0.0,0.0,0.06349206349206349,0.015873015873015872,0.0,0.015873015873015872,0.06349206349206349,0.12698412698412698,0.0,0.1746031746031746,0.015873015873015872,0.047619047619047616,0.15873015873015872
0.24193548387096775,0.016129032258064516,0.016129032258064516,0.03225806451612903,0.11290322580645161,0.0,0.0,0.03225806451612903,0.0967741935483871,0.0,0.0,0.0,0.04838709677419355,0.03225806451612903,0.0,0.12903225806451613,0.016129032258064516,0.03225806451612903,0.1935483870967742
0.18333333333333332,0.0,0.016666666666666666,0.05,0.1,0.0,0.0,0.0,0.11666666666666667,0.03333333333333333,0.0,0.0,0.1,0.03333333333333333,0.0,0.15,0.03333333333333333,0.03333333333333333,0.15
0.10344827586206896,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.15517241379310345,0.0,0.0,0.0,0.15517241379310345,0.017241379310344827,0.0,0.0,0.017241379310344827,0.05172413793103448,0.034482758620689655,0.10344827586206896,0.08620689655172414,0.05172413793103448,0.1724137931034483
0.125,0.17857142857142858,0.017857142857142856,0.03571428571428571,0.07142857142857142,0.0,0.0,0.0,0.07142857142857142,0.017857142857142856,0.0,0.0,0.08928571428571429,0.03571428571428571,0.0,0.03571428571428571,0.03571428571428571,0.07142857142857142,0.21428571428571427
0.037037037037037035,0.07407407407407407,0.018518518518518517,0.07407407407407407,0.12962962962962962,0.018518518518518517,0.0,0.037037037037037035,0.16666666666666666,0.0,0.0,0.0,0.09259259259259259,0.05555555555555555,0.018518518518518517,0.037037037037037035,0.018518518518518517,0.05555555555555555,0.16666666666666666
0.08163265306122448,0.04081632653061224,0.0,0.0,0.22448979591836735,0.0,0.0,0.04081632653061224,0.1836734693877551,0.0,0.0,0.04081632653061224,0.08163265306122448,0.02040816326530612,0.0,0.04081632653061224,0.14285714285714285,0.02040816326530612,0.08163265306122448
0.04,0.12,0.06,0.02,0.08,0.02,0.0,0.04,0.18,0.04,0.0,0.02,0.02,0.0,0.0,0.0,0.06,0.06,0.24
0.02,0.12,0.0,0.0,0.2,0.04,0.0,0.04,0.12,0.06,0.0,0.04,0.1,0.0,0.0,0.0,0.1,0.04,0.12
0.02127659574468085,0.1276595744680851,0.06382978723404255,0.0,0.2127659574468085,0.0425531914893617,0.0,0.0,0.10638297872340426,0.02127659574468085,0.0,0.0425531914893617,0.02127659574468085,0.06382978723404255,0.0,0.0,0.06382978723404255,0.0425531914893617,0.1702127659574468
0.025,0.2,0.05,0.025,0.075,0.05,0.0,0.025,0.125,0.025,0.0,0.025,0.1,0.075,0.025,0.0,0.05,0.075,0.05
0.05128205128205128,0.2564102564102564,0.0,0.02564102564102564,0.05128205128205128,0.02564102564102564,0.0,0.02564102564102564,0.07692307692307693,0.05128205128205128,0.02564102564102564,0.07692307692307693,0.0,0.02564102564102564,0.02564102564102564,0.05128205128205128,0.07692307692307693,0.07692307692307693,0.07692307692307693
0.125,0.09375,0.0625,0.03125,0.125,0.0,0.0,0.0,0.09375,0.0625,0.0625,0.0625,0.0,0.0,0.03125,0.03125,0.0,0.125,0.09375
0.13333333333333333,0.16666666666666666,0.0,0.06666666666666667,0.1,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.03333333333333333,0.0,0.03333333333333333,0.0,0.0,0.03333333333333333,0.06666666666666667,0.03333333333333333
0.0,0.21428571428571427,0.0,0.25,0.10714285714285714,0.07142857142857142,0.0,0.03571428571428571,0.03571428571428571,0.0,0.0,0.0,0.03571428571428571,0.03571428571428571,0.07142857142857142,0.0,0.03571428571428571,0.07142857142857142,0.03571428571428571
0.07692307692307693,0.15384615384615385,0.038461538461538464,0.15384615384615385,0.07692307692307693,0.0,0.0,0.0,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.0,0.11538461538461539,0.0,0.07692307692307693
0.12,0.04,0.04,0.04,0.12,0.16,0.04,0.0,0.04,0.0,0.0,0.04,0.04,0.08,0.0,0.04,0.0,0.04,0.16
0.14285714285714285,0.03571428571428571,0.0,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.03571428571428571,0.0,0.03571428571428571,0.0,0.0,0.10714285714285714,0.10714285714285714,0.07142857142857142,0.03571428571428571,0.0,0.07142857142857142,0.07142857142857142,0.07142857142857142
0.1111111111111111,0.07407407407407407,0.0,0.07407407407407407,0.1111111111111111,0.037037037037037035,0.0,0.0,0.037037037037037035,0.1111111111111111,0.07407407407407407,0.037037037037037035,0.0,0.07407407407407407,0.0,0.0,0.07407407407407407,0.037037037037037035,0.14814814814814814
0.07407407407407407,0.07407407407407407,0.0,0.07407407407407407,0.07407407407407407,0.0,0.037037037037037035,0.0,0.1111111111111111,0.07407407407407407,0.037037037037037035,0.037037037037037035,0.0,0.037037037037037035,0.0,0.037037037037037035,0.037037037037037035,0.07407407407407407,0.2222222222222222
0.14285714285714285,0.09523809523809523,0.09523809523809523,0.0,0.047619047619047616,0.047619047619047616,0.0,0.0,0.09523809523809523,0.0,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.09523809523809523,0.047619047619047616,0.09523809523809523,0.0,0.047619047619047616,0.047619047619047616
0.22727272727272727,0.09090909090909091,0.0,0.09090909090909091,0.09090909090909091,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.045454545454545456,0.09090909090909091,0.0,0.09090909090909091,0.09090909090909091,0.09090909090909091
0.09523809523809523,0.047619047619047616,0.047619047619047616,0.14285714285714285,0.047619047619047616,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.047619047619047616,0.047619047619047616,0.0,0.0,0.09523809523809523,0.19047619047619047,0.09523809523809523
0.09090909090909091,0.18181818181818182,0.0,0.18181818181818182,0.18181818181818182,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.045454545454545456,0.045454545454545456,0.0,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.09090909090909091
0.05555555555555555,0.05555555555555555,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.05555555555555555,0.05555555555555555,0.1111111111111111,0.0,0.05555555555555555,0.05555555555555555
0.16666666666666666,0.0,0.0,0.1111111111111111,0.2222222222222222,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.05555555555555555,0.0,0.2777777777777778,0.0
0.125,0.0625,0.0,0.1875,0.1875,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.1875,0.0625
0.0,0.1875,0.0,0.0625,0.1875,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.1875,0.0,0.125
0.07142857142857142,0.07142857142857142,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.35714285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.07142857142857142,0.14285714285714285
0.07142857142857142,0.21428571428571427,0.0,0.07142857142857142,0.2857142857142857,0.0,0.0,0.0,0.21428571428571427,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.07142857142857142,0.0,0.0
0.0,0.0,0.0,0.16666666666666666,0.5,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.08333333333333333,0.0
0.08333333333333333,0.16666666666666666,0.0,0.08333333333333333,0.3333333333333333,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.16666666666666666,0.0
0.1111111111111111,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.2222222222222222
0.0,0.2222222222222222,0.0,0.1111111111111111,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.2222222222222222
0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.0,0.125
0.0,0.125,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.125
0.0,0.2857142857142857,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0
0.0,0.2857142857142857,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285
0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666
0.0,0.3333333333333333,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0
0.0,0.2,0.0,0.0,0.4,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
0.0,0.4,0.0,0.0,0.4,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
