case_id,ct_path,mk_path,plane,index,roi,real_fill,classes,mask_pixels,roi_pixels,ct_crop_shape,mask_crop_shape
002M-25+5 _CT - Cropped_1.rdata,D:\Kozmin\jadrakostnienia2024\jadrakostnienia2024\002M 25+5\done\002M-25+5 _CT - Cropped_1.rdata,D:\Kozmin\jadrakostnienia2024\jadrakostnienia2024\002M 25+5\done\voxelizedSurfaces.rdata,axial,27,"(np.int64(42), np.int64(64), np.int64(43), np.int64(65))",0.328125,"[0, 12]",5376,16384,"(5, 128, 128)","(128, 128)"
002M-25+5 _CT - Cropped_1.rdata,D:\Kozmin\jadrakostnienia2024\jadrakostnienia2024\002M 25+5\done\002M-25+5 _CT - Cropped_1.rdata,D:\Kozmin\jadrakostnienia2024\jadrakostnienia2024\002M 25+5\done\voxelizedSurfaces.rdata,axial,28,"(np.int64(43), np.int64(61), np.int64(109), np.int64(127))",0.36663818359375,"[0, 11]",6007,16384,"(5, 128, 128)","(128, 128)"
002M-25+5 _CT - Cropped_1.rdata,D:\Kozmin\jadrakostnienia2024\jadrakostnienia2024\002M 25+5\done\002M-25+5 _CT - Cropped_1.rdata,D:\Kozmin\jadrakostnienia2024\jadrakostnienia2024\002M 25+5\done\voxelizedSurfaces.rdata,axial,28,"(np.int64(43), np.int64(63), np.int64(45), np.int64(65))",0.36541748046875,"[0, 12]",5987,16384,"(5, 128, 128)","(128, 128)"
002M-25+5 _CT - Cropped_1.rdata,D:\Kozmin\jadrakostnienia2024\jadrakostnienia2024\002M 25+5\done\002M-25+5 _CT - Cropped_1.rdata,D:\Kozmin\jadrakostnienia2024\jadrakostnienia2024\002M 25+5\done\voxelizedSurfaces.rdata,axial,29,"(np.int64(44), np.int64(60), np.int64(110), np.int64(126))",0.35546875,"[0, 11]",5824,16384,"(5, 128, 128)","(128, 128)"
002M-25+5 _CT - Cropped_1.rdata,D:\Kozmin\jadrakostnienia2024\jadrakostnienia2024\002M 25+5\done\002M-25+5 _CT - Cropped_1.rdata,D:\Kozmin\jadrakostnienia2024\jadrakostnienia2024\002M 25+5\done\voxelizedSurfaces.rdata,axial,29,"(np.int64(43), np.int64(63), np.int64(45), np.int64(65))",0.31500244140625,"[0, 12]",5161,16384,"(5, 128, 128)","(128, 128)"
002M-25+5 _CT - Cropped_1.rdata,D:\Kozmin\jadrakostnienia2024\jadrakostnienia2024\002M 25+5\done\002M-25+5 _CT - Cropped_1.rdata,D:\Kozmin\jadrakostnienia2024\jadrakostnienia2024\002M 25+5\done\voxelizedSurfaces.rdata,axial,30,"(np.int64(44), np.int64(60), np.int64(110), np.int64(126))",0.23828125,"[0, 11]",3904,16384,"(5, 128, 128)","(128, 128)"
002M-25+5 _CT - Cropped_1.rdata,D:\Kozmin\jadrakostnienia2024\jadrakostnienia2024\002M 25+5\done\002M-25+5 _CT - Cropped_1.rdata,D:\Kozmin\jadrakostnienia2024\jadrakostnienia2024\002M 25+5\done\voxelizedSurfaces.rdata,axial,30,"(np.int64(44), np.int64(62), np.int64(47), np.int64(65))",0.30255126953125,"[0, 12]",4957,16384,"(5, 128, 128)","(128, 128)"
002M-25+5 _CT - Cropped_1.rdata,D:\Kozmin\jadrakostnienia2024\jadrakostnienia2024\002M 25+5\done\002M-25+5 _CT - Cropped_1.rdata,D:\Kozmin\jadrakostnienia2024\jadrakostnienia2024\002M 25+5\done\voxelizedSurfaces.rdata,axial,31,"(np.int64(44), np.int64(60), np.int64(109), np.int64(125))",0.09375,"[0, 11]",1536,16384,"(5, 128, 128)","(128, 128)"
002M-25+5 _CT - Cropped_1.rdata,D:\Kozmin\jadrakostnienia2024\jadrakostnienia2024\002M 25+5\done\002M-25+5 _CT - Cropped_1.rdata,D:\Kozmin\jadrakostnienia2024\jadrakostnienia2024\002M 25+5\done\voxelizedSurfaces.rdata,axial,31,"(np.int64(45), np.int64(61), np.int64(48), np.int64(64))",0.2421875,"[0, 12]",3968,16384,"(5, 128, 128)","(128, 128)"
002M-25+5 _CT - Cropped_1.rdata,D:\Kozmin\jadrakostnienia2024\jadrakostnienia2024\002M 25+5\done\002M-25+5 _CT - Cropped_1.rdata,D:\Kozmin\jadrakostnienia2024\jadrakostnienia2024\002M 25+5\done\voxelizedSurfaces.rdata,axial,32,"(np.int64(45), np.int64(61), np.int64(49), np.int64(65))",0.1015625,"[0, 12]",1664,16384,"(5, 128, 128)","(128, 128)"
002M-25+5 _CT - Cropped_1.rdata,D:\Kozmin\jadrakostnienia2024\jadrakostnienia2024\002M 25+5\done\002M-25+5 _CT - Cropped_1.rdata,D:\Kozmin\jadrakostnienia2024\jadrakostnienia2024\002M 25+5\done\voxelizedSurfaces.rdata,axial,48,"(np.int64(50), np.int64(66), np.int64(120), np.int64(136))",0.25390625,"[0, 7]",4160,16384,"(5, 128, 128)","(128, 128)"
002M-25+5 _CT - Cropped_1.rdata,D:\Kozmin\jadrakostnienia2024\jadrakostnienia2024\002M 25+5\done\002M-25+5 _CT - Cropped_1.rdata,D:\Kozmin\jadrakostnienia2024\jadrakostnienia2024\002M 25+5\done\voxelizedSurfaces.rdata,axial,49,"(np.int64(46), np.int64(66), np.int64(120), np.int64(140))",0.4466552734375,"[0, 7]",7318,16384,"(5, 128, 128)","(128, 128)"
002M-25+5 _CT - Cropped_1.rdata,D:\Kozmin\jadrakostnienia2024\jadrakostnienia2024\002M 25+5\done\002M-25+5 _CT - Cropped_1.rdata,D:\Kozmin\jadrakostnienia2024\jadrakostnienia2024\002M 25+5\done\voxelizedSurfaces.rdata,axial,50,"(np.int64(43), np.int64(67), np.int64(118), np.int64(142))",0.42864990234375,"[0, 7]",7023,16384,"(5, 128, 128)","(128, 128)"
002M-25+5 _CT - Cropped_1.rdata,D:\Kozmin\jadrakostnienia2024\jadrakostnienia2024\002M 25+5\done\002M-25+5 _CT - Cropped_1.rdata,D:\Kozmin\jadrakostnienia2024\jadrakostnienia2024\002M 25+5\done\voxelizedSurfaces.rdata,axial,50,"(np.int64(53), np.int64(69), np.int64(43), np.int64(59))",0.09765625,"[0, 8]",1600,16384,"(5, 128, 128)","(128, 128)"
002M-25+5 _CT - Cropped_1.rdata,D:\Kozmin\jadrakostnienia2024\jadrakostnienia2024\002M 25+5\done\002M-25+5 _CT - Cropped_1.rdata,D:\Kozmin\jadrakostnienia2024\jadrakostnienia2024\002M 25+5\done\voxelizedSurfaces.rdata,axial,51,"(np.int64(40), np.int64(68), np.int64(116), np.int64(144))",0.39495849609375,"[0, 7]",6471,16384,"(5, 128, 128)","(128, 128)"
002M-25+5 _CT - Cropped_1.rdata,D:\Kozmin\jadrakostnienia2024\jadrakostnienia2024\002M 25+5\done\002M-25+5 _CT - Cropped_1.rdata,D:\Kozmin\jadrakostnienia2024\jadrakostnienia2024\002M 25+5\done\voxelizedSurfaces.rdata,axial,51,"(np.int64(49), np.int64(67), np.int64(39), np.int64(57))",0.47515869140625,"[0, 8]",7785,16384,"(5, 128, 128)","(128, 128)"
002M-25+5 _CT - Cropped_1.rdata,D:\Kozmin\jadrakostnienia2024\jadrakostnienia2024\002M 25+5\done\002M-25+5 _CT - Cropped_1.rdata,D:\Kozmin\jadrakostnienia2024\jadrakostnienia2024\002M 25+5\done\voxelizedSurfaces.rdata,axial,52,"(np.int64(38), np.int64(68), np.int64(116), np.int64(146))",0.4053955078125,"[0, 7]",6642,16384,"(5, 128, 128)","(128, 128)"
002M-25+5 _CT - Cropped_1.rdata,D:\Kozmin\jadrakostnienia2024\jadrakostnienia2024\002M 25+5\done\002M-25+5 _CT - Cropped_1.rdata,D:\Kozmin\jadrakostnienia2024\jadrakostnienia2024\002M 25+5\done\voxelizedSurfaces.rdata,axial,52,"(np.int64(45), np.int64(69), np.int64(34), np.int64(58))",0.3988037109375,"[0, 8]",6534,16384,"(5, 128, 128)","(128, 128)"
002M-25+5 _CT - Cropped_1.rdata,D:\Kozmin\jadrakostnienia2024\jadrakostnienia2024\002M 25+5\done\002M-25+5 _CT - Cropped_1.rdata,D:\Kozmin\jadrakostnienia2024\jadrakostnienia2024\002M 25+5\done\voxelizedSurfaces.rdata,axial,53,"(np.int64(81), np.int64(97), np.int64(81), np.int64(97))",0.10546875,"[0, 1]",1728,16384,"(5, 128, 128)","(128, 128)"
002M-25+5 _CT - Cropped_1.rdata,D:\Kozmin\jadrakostnienia2024\jadrakostnienia2024\002M 25+5\done\002M-25+5 _CT - Cropped_1.rdata,D:\Kozmin\jadrakostnienia2024\jadrakostnienia2024\002M 25+5\done\voxelizedSurfaces.rdata,axial,53,"(np.int64(37), np.int64(69), np.int64(115), np.int64(147))",0.3984375,"[0, 7]",6528,16384,"(5, 128, 128)","(128, 128)"
002M-25+5 _CT - Cropped_1.rdata,D:\Kozmin\jadrakostnienia2024\jadrakostnienia2024\002M 25+5\done\002M-25+5 _CT - Cropped_1.rdata,D:\Kozmin\jadrakostnienia2024\jadrakostnienia2024\002M 25+5\done\voxelizedSurfaces.rdata,axial,53,"(np.int64(43), np.int64(69), np.int64(33), np.int64(59))",0.43463134765625,"[0, 8]",7121,16384,"(5, 128, 128)","(128, 128)"
002M-25+5 _CT - Cropped_1.rdata,D:\Kozmin\jadrakostnienia2024\jadrakostnienia2024\002M 25+5\done\002M-25+5 _CT - Cropped_1.rdata,D:\Kozmin\jadrakostnienia2024\jadrakostnienia2024\002M 25+5\done\voxelizedSurfaces.rdata,axial,54,"(np.int64(81), np.int64(97), np.int64(82), np.int64(98))",0.20703125,"[0, 1]",3392,16384,"(5, 128, 128)","(128, 128)"
002M-25+5 _CT - Cropped_1.rdata,D:\Kozmin\jadrakostnienia2024\jadrakostnienia2024\002M 25+5\done\002M-25+5 _CT - Cropped_1.rdata,D:\Kozmin\jadrakostnienia2024\jadrakostnienia2024\002M 25+5\done\voxelizedSurfaces.rdata,axial,54,"(np.int64(35), np.int64(71), np.int64(114), np.int64(150))",0.3416748046875,"[0, 7]",5598,16384,"(5, 128, 128)","(128, 128)"
002M-25+5 _CT - Cropped_1.rdata,D:\Kozmin\jadrakostnienia2024\jadrakostnienia2024\002M 25+5\done\002M-25+5 _CT - Cropped_1.rdata,D:\Kozmin\jadrakostnienia2024\jadrakostnienia2024\002M 25+5\done\voxelizedSurfaces.rdata,axial,54,"(np.int64(40), np.int64(70), np.int64(30), np.int64(60))",0.3896484375,"[0, 8]",6384,16384,"(5, 128, 128)","(128, 128)"
002M-25+5 _CT - Cropped_1.rdata,D:\Kozmin\jadrakostnienia2024\jadrakostnienia2024\002M 25+5\done\002M-25+5 _CT - Cropped_1.rdata,D:\Kozmin\jadrakostnienia2024\jadrakostnienia2024\002M 25+5\done\voxelizedSurfaces.rdata,axial,55,"(np.int64(81), np.int64(97), np.int64(81), np.int64(97))",0.26953125,"[0, 1]",4416,16384,"(5, 128, 128)","(128, 128)"
002M-25+5 _CT - Cropped_1.rdata,D:\Kozmin\jadrakostnienia2024\jadrakostnienia2024\002M 25+5\done\002M-25+5 _CT - Cropped_1.rdata,D:\Kozmin\jadrakostnienia2024\jadrakostnienia2024\002M 25+5\done\voxelizedSurfaces.rdata,axial,55,"(np.int64(35), np.int64(71), np.int64(114), np.int64(150))",0.36114501953125,"[0, 7]",5917,16384,"(5, 128, 128)","(128, 128)"
002M-25+5 _CT - Cropped_1.rdata,D:\Kozmin\jadrakostnienia2024\jadrakostnienia2024\002M 25+5\done\002M-25+5 _CT - Cropped_1.rdata,D:\Kozmin\jadrakostnienia2024\jadrakostnienia2024\002M 25+5\done\voxelizedSurfaces.rdata,axial,55,"(np.int64(38), np.int64(70), np.int64(29), np.int64(61))",0.384765625,"[0, 8]",6304,16384,"(5, 128, 128)","(128, 128)"
002M-25+5 _CT - Cropped_1.rdata,D:\Kozmin\jadrakostnienia2024\jadrakostnienia2024\002M 25+5\done\002M-25+5 _CT - Cropped_1.rdata,D:\Kozmin\jadrakostnienia2024\jadrakostnienia2024\002M 25+5\done\voxelizedSurfaces.rdata,axial,56,"(np.int64(81), np.int64(97), np.int64(81), np.int64(97))",0.28515625,"[0, 1]",4672,16384,"(5, 128, 128)","(128, 128)"
002M-25+5 _CT - Cropped_1.rdata,D:\Kozmin\jadrakostnienia2024\jadrakostnienia2024\002M 25+5\done\002M-25+5 _CT - Cropped_1.rdata,D:\Kozmin\jadrakostnienia2024\jadrakostnienia2024\002M 25+5\done\voxelizedSurfaces.rdata,axial,56,"(np.int64(33), np.int64(73), np.int64(112), np.int64(152))",0.2999267578125,"[0, 7]",4914,16384,"(5, 128, 128)","(128, 128)"
002M-25+5 _CT - Cropped_1.rdata,D:\Kozmin\jadrakostnienia2024\jadrakostnienia2024\002M 25+5\done\002M-25+5 _CT - Cropped_1.rdata,D:\Kozmin\jadrakostnienia2024\jadrakostnienia2024\002M 25+5\done\voxelizedSurfaces.rdata,axial,56,"(np.int64(36), np.int64(72), np.int64(27), np.int64(63))",0.33245849609375,"[0, 8]",5447,16384,"(5, 128, 128)","(128, 128)"
002M-25+5 _CT - Cropped_1.rdata,D:\Kozmin\jadrakostnienia2024\jadrakostnienia2024\002M 25+5\done\002M-25+5 _CT - Cropped_1.rdata,D:\Kozmin\jadrakostnienia2024\jadrakostnienia2024\002M 25+5\done\voxelizedSurfaces.rdata,axial,57,"(np.int64(81), np.int64(97), np.int64(82), np.int64(98))",0.234375,"[0, 1]",3840,16384,"(5, 128, 128)","(128, 128)"
002M-25+5 _CT - Cropped_1.rdata,D:\Kozmin\jadrakostnienia2024\jadrakostnienia2024\002M 25+5\done\002M-25+5 _CT - Cropped_1.rdata,D:\Kozmin\jadrakostnienia2024\jadrakostnienia2024\002M 25+5\done\voxelizedSurfaces.rdata,axial,57,"(np.int64(91), np.int64(107), np.int64(94), np.int64(110))",0.05078125,"[0, 1]",832,16384,"(5, 128, 128)","(128, 128)"
002M-25+5 _CT - Cropped_1.rdata,D:\Kozmin\jadrakostnienia2024\jadrakostnienia2024\002M 25+5\done\002M-25+5 _CT - Cropped_1.rdata,D:\Kozmin\jadrakostnienia2024\jadrakostnienia2024\002M 25+5\done\voxelizedSurfaces.rdata,axial,57,"(np.int64(92), np.int64(108), np.int64(69), np.int64(85))",0.02734375,"[0, 1]",448,16384,"(5, 128, 128)","(128, 128)"
002M-25+5 _CT - Cropped_1.rdata,D:\Kozmin\jadrakostnienia2024\jadrakostnienia2024\002M 25+5\done\002M-25+5 _CT - Cropped_1.rdata,D:\Kozmin\jadrakostnienia2024\jadrakostnienia2024\002M 25+5\done\voxelizedSurfaces.rdata,axial,57,"(np.int64(33), np.int64(73), np.int64(112), np.int64(152))",0.30865478515625,"[0, 7]",5057,16384,"(5, 128, 128)","(128, 128)"
002M-25+5 _CT - Cropped_1.rdata,D:\Kozmin\jadrakostnienia2024\jadrakostnienia2024\002M 25+5\done\002M-25+5 _CT - Cropped_1.rdata,D:\Kozmin\jadrakostnienia2024\jadrakostnienia2024\002M 25+5\done\voxelizedSurfaces.rdata,axial,57,"(np.int64(36), np.int64(72), np.int64(26), np.int64(62))",0.3504638671875,"[0, 8]",5742,16384,"(5, 128, 128)","(128, 128)"
002M-25+5 _CT - Cropped_1.rdata,D:\Kozmin\jadrakostnienia2024\jadrakostnienia2024\002M 25+5\done\002M-25+5 _CT - Cropped_1.rdata,D:\Kozmin\jadrakostnienia2024\jadrakostnienia2024\002M 25+5\done\voxelizedSurfaces.rdata,axial,58,"(np.int64(81), np.int64(97), np.int64(82), np.int64(98))",0.14453125,"[0, 1]",2368,16384,"(5, 128, 128)","(128, 128)"
002M-25+5 _CT - Cropped_1.rdata,D:\Kozmin\jadrakostnienia2024\jadrakostnienia2024\002M 25+5\done\002M-25+5 _CT - Cropped_1.rdata,D:\Kozmin\jadrakostnienia2024\jadrakostnienia2024\002M 25+5\done\voxelizedSurfaces.rdata,axial,58,"(np.int64(91), np.int64(107), np.int64(95), np.int64(111))",0.07421875,"[0, 1]",1216,16384,"(5, 128, 128)","(128, 128)"
002M-25+5 _CT - Cropped_1.rdata,D:\Kozmin\jadrakostnienia2024\jadrakostnienia2024\002M 25+5\done\002M-25+5 _CT - Cropped_1.rdata,D:\Kozmin\jadrakostnienia2024\jadrakostnienia2024\002M 25+5\done\voxelizedSurfaces.rdata,axial,58,"(np.int64(92), np.int64(108), np.int64(69), np.int64(85))",0.0546875,"[0, 1]",896,16384,"(5, 128, 128)","(128, 128)"
002M-25+5 _CT - Cropped_1.rdata,D:\Kozmin\jadrakostnienia2024\jadrakostnienia2024\002M 25+5\done\002M-25+5 _CT - Cropped_1.rdata,D:\Kozmin\jadrakostnienia2024\jadrakostnienia2024\002M 25+5\done\voxelizedSurfaces.rdata,axial,58,"(np.int64(33), np.int64(75), np.int64(111), np.int64(153))",0.280029296875,"[0, 7]",4588,16384,"(5, 128, 128)","(128, 128)"
002M-25+5 _CT - Cropped_1.rdata,D:\Kozmin\jadrakostnienia2024\jadrakostnienia2024\002M 25+5\done\002M-25+5 _CT - Cropped_1.rdata,D:\Kozmin\jadrakostnienia2024\jadrakostnienia2024\002M 25+5\done\voxelizedSurfaces.rdata,axial,58,"(np.int64(35), np.int64(73), np.int64(26), np.int64(64))",0.32470703125,"[0, 8]",5320,16384,"(5, 128, 128)","(128, 128)"
002M-25+5 _CT - Cropped_1.rdata,D:\Kozmin\jadrakostnienia2024\jadrakostnienia2024\002M 25+5\done\002M-25+5 _CT - Cropped_1.rdata,D:\Kozmin\jadrakostnienia2024\jadrakostnienia2024\002M 25+5\done\voxelizedSurfaces.rdata,axial,59,"(np.int64(91), np.int64(107), np.int64(94), np.int64(110))",0.03515625,"[0, 1]",576,16384,"(5, 128, 128)","(128, 128)"
